timestamp,open,high,low,close,volume
2024-01-01T00:48:00,105.8151,105.888,105.2791,105.4401,1453.556
2024-01-01T00:49:00,105.4401,105.5708,105.1331,105.3003,1354.6785
2024-01-01T00:50:00,105.3003,105.469,104.6447,104.8658,1493.2854
2024-01-01T00:51:00,104.8658,104.9962,104.6113,104.6788,1408.5745
2024-01-01T00:52:00,104.6788,104.877,104.0959,104.3299,1423.7987
2024-01-01T00:53:00,104.3299,104.5587,103.8238,104.006,1390.6304
2024-01-01T00:54:00,104.006,104.0678,103.3589,103.5789,1566.5698
2024-01-01T00:55:00,103.5789,103.7824,102.9262,103.1621,1553.3556
2024-01-01T00:56:00,103.1621,103.3073,102.7706,102.8281,1420.8503
2024-01-01T00:57:00,102.8281,102.9945,102.5964,102.737,1502.2988
2024-01-01T00:58:00,102.737,102.9501,102.2475,102.451,1472.1221
2024-01-01T00:59:00,102.451,102.5425,102.0263,102.1068,1582.1209
2024-01-01T01:00:00,102.1068,102.2248,101.7207,101.7782,1651.8017
2024-01-01T01:01:00,101.7782,101.9044,101.3475,101.5,1647.639
2024-01-01T01:02:00,101.5,101.7227,101.1278,101.2631,1581.2094
2024-01-01T01:03:00,101.2631,101.297,100.9603,101.0828,1512.7062
2024-01-01T01:04:00,101.0828,101.2806,100.6575,100.7237,1658.0446
2024-01-01T01:05:00,100.7237,100.8705,100.5601,100.6585,1560.6723
2024-01-01T01:06:00,100.6585,100.8532,100.4974,100.5497,1604.569
2024-01-01T01:07:00,100.5497,100.6378,100.1536,100.3458,1653.0018
2024-01-01T01:08:00,100.3458,100.5354,100.0617,100.2833,1600.0391
2024-01-01T01:09:00,100.2833,100.4195,100.1253,100.2629,1645.2683
2024-01-01T01:10:00,100.2629,100.4049,100.0743,100.2047,1093.9107
2024-01-01T01:11:00,100.2047,100.4776,99.9768,100.2636,989.4465
2024-01-01T01:12:00,100.2636,100.5206,100.0572,100.2925,972.8522
2024-01-01T01:13:00,100.2925,100.4154,100.1329,100.1781,1045.376
2024-01-01T01:14:00,100.1781,100.3487,99.8732,100.0679,1179.7654
2024-01-01T01:15:00,100.0679,100.2482,99.842,100.0106,1039.7821
2024-01-01T01:16:00,100.0106,100.4847,99.9345,100.2515,1280.6381
2024-01-01T01:17:00,100.2515,100.4612,100.0137,100.3289,1208.316
2024-01-01T01:18:00,100.3289,100.4564,100.1906,100.3357,1107.9362
2024-01-01T01:19:00,100.3357,100.471,100.1541,100.3741,1081.6123
2024-01-01T01:20:00,100.3741,100.6883,100.3403,100.5658,1220.1762
2024-01-01T01:21:00,100.5658,100.9374,100.5223,100.7998,1373.6189
2024-01-01T01:22:00,100.7998,101.3448,100.7478,101.1107,1294.3819
2024-01-01T01:23:00,101.1107,101.3435,101.0239,101.1499,1173.7792
2024-01-01T01:24:00,101.1499,101.5671,100.9479,101.3457,1280.7856
2024-01-01T01:25:00,101.3457,101.6704,101.1959,101.4473,1338.7567
2024-01-01T01:26:00,101.4473,101.5761,101.2728,101.534,1300.952
2024-01-01T01:27:00,101.534,101.8473,101.3708,101.6202,1386.5046
2024-01-01T01:28:00,101.6202,101.9248,101.5762,101.715,1419.1131
2024-01-01T01:29:00,101.715,102.0541,101.5689,101.9529,1508.7214
2024-01-01T01:30:00,101.9529,102.1781,101.8123,102.1209,1373.4801
2024-01-01T01:31:00,102.1209,102.2917,102.0803,102.2277,1359.1846
2024-01-01T01:32:00,102.2277,102.5029,102.0383,102.4089,1424.2635
2024-01-01T01:33:00,102.4089,102.7245,102.306,102.6572,1421.5546
2024-01-01T01:34:00,102.6572,102.838,102.4732,102.8047,1493.1712
2024-01-01T01:35:00,102.8047,103.0515,102.5785,102.9218,1418.2979
2024-01-01T01:36:00,102.9218,103.3901,102.7879,103.2694,1664.1987
2024-01-01T01:37:00,103.2694,103.5815,103.0949,103.4451,1636.6461
2024-01-01T01:38:00,103.4451,103.7953,103.2667,103.5905,1579.555
2024-01-01T01:39:00,103.5905,103.8503,103.5491,103.7473,1511.2175
2024-01-01T01:40:00,103.7473,103.9497,103.6636,103.7641,1476.4277
2024-01-01T01:41:00,103.7641,103.9789,103.5513,103.7722,1582.1101
2024-01-01T01:42:00,103.7722,103.9217,103.6806,103.8408,1587.5364
2024-01-01T01:43:00,103.8408,103.9709,103.7556,103.8472,1669.8111
2024-01-01T01:44:00,103.8472,104.293,103.7659,104.1481,1812.1695
2024-01-01T01:45:00,104.1481,104.2863,104.1179,104.1815,982.7134
2024-01-01T01:46:00,104.1815,104.3977,104.1093,104.2621,1042.7107
2024-01-01T01:47:00,104.2621,104.3476,104.1,104.1488,1055.4745
2024-01-01T01:48:00,104.1488,104.1836,103.9406,104.0344,1043.9497
2024-01-01T01:49:00,104.0344,104.2532,103.8468,104.1121,1122.9588
2024-01-01T01:50:00,104.1121,104.4397,104.0003,104.2251,1096.1905
2024-01-01T01:51:00,104.2251,104.4883,104.0431,104.4269,1208.5201
2024-01-01T01:52:00,104.4269,104.6323,104.0412,104.2585,1209.6439
2024-01-01T01:53:00,104.2585,104.5412,104.1992,104.3407,1172.7907
2024-01-01T01:54:00,104.3407,104.546,104.1261,104.325,1217.3195
2024-01-01T01:55:00,104.325,104.5477,104.1516,104.3302,1206.978
2024-01-01T01:56:00,104.3302,104.3668,104.1347,104.1926,1220.7209
2024-01-01T01:57:00,104.1926,104.3982,103.8533,104.0006,1309.651
2024-01-01T01:58:00,104.0006,104.1741,103.8678,104.0011,1134.8152
2024-01-01T01:59:00,104.0011,104.2498,103.8655,104.0627,1274.1884
2024-01-01T02:00:00,104.0627,104.1128,103.8779,104.069,1218.0376
2024-01-01T02:01:00,104.069,104.1547,103.6687,103.8518,1316.139
2024-01-01T02:02:00,103.8518,104.1227,103.7181,103.8878,1289.9789
2024-01-01T02:03:00,103.8878,104.0614,103.6354,103.8265,1360.8191
2024-01-01T02:04:00,103.8265,103.8769,103.7655,103.8306,1289.4381
2024-01-01T02:05:00,103.8306,103.9715,103.6814,103.8775,1281.9619
2024-01-01T02:06:00,103.8775,103.964,103.5,103.6711,1489.2772
2024-01-01T02:07:00,103.6711,103.7969,103.5327,103.7058,1394.2045
2024-01-01T02:08:00,103.7058,103.7607,103.4519,103.6695,1365.1053
2024-01-01T02:09:00,103.6695,104.0641,103.6359,103.8375,1485.1516
2024-01-01T02:10:00,103.8375,104.1894,103.7131,103.9561,1448.1837
2024-01-01T02:11:00,103.9561,104.1847,103.7804,103.8547,1515.2628
2024-01-01T02:12:00,103.8547,103.9947,103.5099,103.74,1458.0404
2024-01-01T02:13:00,103.74,104.0333,103.5238,103.8964,1596.308
2024-01-01T02:14:00,103.8964,104.115,103.7109,103.843,1448.9026
2024-01-01T02:15:00,103.843,103.9763,103.5927,103.7174,1547.1152
2024-01-01T02:16:00,103.7174,103.8196,103.5621,103.6585,1633.9718
2024-01-01T02:17:00,103.6585,103.8462,103.3554,103.5616,1538.3025
2024-01-01T02:18:00,103.5616,104.0106,103.3423,103.8309,1659.2658
2024-01-01T02:19:00,103.8309,104.0168,103.5912,103.9042,1648.8548
2024-01-01T02:20:00,103.9042,104.1075,103.8165,103.9876,943.6826
2024-01-01T02:21:00,103.9876,104.1928,103.8964,103.9864,1086.9067
2024-01-01T02:22:00,103.9864,104.1404,103.8491,104.0546,998.8244
2024-01-01T02:23:00,104.0546,104.4133,103.8389,104.1825,1153.8836
2024-01-01T02:24:00,104.1825,104.6419,103.955,104.42,1170.6148
2024-01-01T02:25:00,104.42,104.7423,104.2362,104.7019,1189.5603
2024-01-01T02:26:00,104.7019,105.1714,104.6118,105.006,1144.5308
2024-01-01T02:27:00,105.006,105.4414,104.8769,105.3846,1246.8707
2024-01-01T02:28:00,105.3846,105.7164,105.1496,105.5312,1152.3989
2024-01-01T02:29:00,105.5312,105.9127,105.3842,105.8195,1254.0724
2024-01-01T02:30:00,105.8195,105.9902,105.7459,105.9262,1287.8786
2024-01-01T02:31:00,105.9262,106.2369,105.7059,106.1607,1375.8448
2024-01-01T02:32:00,106.1607,106.4374,106.0903,106.3781,1223.6479
2024-01-01T02:33:00,106.3781,106.6028,106.2979,106.5537,1254.2413
2024-01-01T02:34:00,106.5537,107.0295,106.3662,106.8132,1335.3121
2024-01-01T02:35:00,106.8132,107.1494,106.7041,107.0093,1313.251
2024-01-01T02:36:00,107.0093,107.1541,106.7761,107.0658,1234.3784
2024-01-01T02:37:00,107.0658,107.4446,106.8546,107.2824,1335.8158
2024-01-01T02:38:00,107.2824,107.4834,107.1684,107.4013,1354.1934
2024-01-01T02:39:00,107.4013,107.9769,107.188,107.7687,1400.2614
2024-01-01T02:40:00,107.7687,107.9524,107.5506,107.7734,1347.1662
2024-01-01T02:41:00,107.7734,108.0051,107.6612,107.975,1529.4945
2024-01-01T02:42:00,107.975,108.4614,107.7408,108.2518,1456.9715
2024-01-01T02:43:00,108.2518,108.3142,108.0999,108.2396,1441.9018
2024-01-01T02:44:00,108.2396,108.7074,108.0736,108.5258,1589.878
2024-01-01T02:45:00,108.5258,108.7549,108.4875,108.6091,1525.7899
2024-01-01T02:46:00,108.6091,108.8323,108.4215,108.5871,1431.9326
2024-01-01T02:47:00,108.5871,108.6699,108.341,108.5046,1546.3841
2024-01-01T02:48:00,108.5046,108.5494,108.2546,108.3948,1555.0496
2024-01-01T02:49:00,108.3948,108.4717,108.2117,108.368,1435.1388
2024-01-01T02:50:00,108.368,108.4947,108.0547,108.2861,1590.3995
2024-01-01T02:51:00,108.2861,108.533,108.2068,108.4032,1551.6497
2024-01-01T02:52:00,108.4032,108.7052,108.3086,108.5272,1531.9958
2024-01-01T02:53:00,108.5272,108.6988,108.3352,108.4534,1571.309
2024-01-01T02:54:00,108.4534,108.6777,108.3444,108.422,1531.307
2024-01-01T02:55:00,108.422,108.5403,108.0709,108.2443,1010.3081
2024-01-01T02:56:00,108.2443,108.4295,108.0844,108.2204,964.9733
2024-01-01T02:57:00,108.2204,108.3379,108.0182,108.2424,986.8084
2024-01-01T02:58:00,108.2424,108.4321,107.8694,107.9614,1243.3885
2024-01-01T02:59:00,107.9614,108.0307,107.6901,107.767,1128.6948
2024-01-01T03:00:00,107.767,107.9963,107.5101,107.5708,1143.2172
2024-01-01T03:01:00,107.5708,107.8054,107.1282,107.188,1178.137
2024-01-01T03:02:00,107.188,107.3006,106.5152,106.7338,1375.7998
2024-01-01T03:03:00,106.7338,106.9733,106.298,106.5236,1191.5283
2024-01-01T03:04:00,106.5236,106.7502,105.909,106.0958,1247.4479
2024-01-01T03:05:00,106.0958,106.2053,105.7335,105.842,1246.2999
2024-01-01T03:06:00,105.842,105.8726,105.3053,105.394,1349.3934
2024-01-01T03:07:00,105.394,105.45,105.0084,105.2409,1217.6398
2024-01-01T03:08:00,105.2409,105.4435,104.6557,104.8583,1372.5333
2024-01-01T03:09:00,104.8583,104.9878,104.2508,104.3591,1527.1889
2024-01-01T03:10:00,104.3591,104.4656,103.6984,103.9168,1361.2313
2024-01-01T03:11:00,103.9168,104.1172,103.3705,103.5615,1344.5085
2024-01-01T03:12:00,103.5615,103.6047,102.8467,103.0699,1458.7505
2024-01-01T03:13:00,103.0699,103.2886,102.7563,102.8575,1362.2349
2024-01-01T03:14:00,102.8575,103.0171,102.6504,102.7355,1422.2275
2024-01-01T03:15:00,102.7355,102.8234,102.3515,102.3823,1544.3685
2024-01-01T03:16:00,102.3823,102.5454,102.0433,102.2713,1328.9617
2024-01-01T03:17:00,102.2713,102.4011,101.6861,101.9171,1616.4994
2024-01-01T03:18:00,101.9171,101.9998,101.5182,101.6385,1519.8178
2024-01-01T03:19:00,101.6385,101.7069,101.3865,101.585,1487.3942
2024-01-01T03:20:00,101.585,101.7773,101.3547,101.5122,1439.5995
2024-01-01T03:21:00,101.5122,101.6182,101.0758,101.2701,1483.9105
2024-01-01T03:22:00,101.2701,101.4582,100.9226,101.0046,1509.1567
2024-01-01T03:23:00,101.0046,101.1506,100.6026,100.701,1707.939
2024-01-01T03:24:00,100.701,100.9826,100.6154,100.7452,1455.6744
2024-01-01T03:25:00,100.7452,100.8798,100.3366,100.5157,1616.8285
2024-01-01T03:26:00,100.5157,100.6332,100.2043,100.3645,1642.8372
2024-01-01T03:27:00,100.3645,100.6426,100.195,100.4348,1527.3147
2024-01-01T03:28:00,100.4348,100.6583,100.2857,100.5666,1616.507
2024-01-01T03:29:00,100.5666,100.7574,100.4846,100.6856,1606.1285
2024-01-01T03:30:00,100.6856,100.9012,100.4568,100.6083,991.2113
2024-01-01T03:31:00,100.6083,100.8871,100.4717,100.6487,976.6178
2024-01-01T03:32:00,100.6487,101.0378,100.4106,100.8706,1047.6368
2024-01-01T03:33:00,100.8706,101.1918,100.6641,100.9898,1168.6463
2024-01-01T03:34:00,100.9898,101.0815,100.912,100.967,1015.7027
2024-01-01T03:35:00,100.967,101.473,100.7417,101.3205,1205.4877
2024-01-01T03:36:00,101.3205,101.7785,101.2359,101.6541,1288.1215
2024-01-01T03:37:00,101.6541,102.0895,101.499,102.0373,1298.5093
2024-01-01T03:38:00,102.0373,102.2689,101.9776,102.1615,1132.8887
2024-01-01T03:39:00,102.1615,102.4719,101.9947,102.316,1163.4995
2024-01-01T03:40:00,102.316,102.491,102.1435,102.3923,1145.3609
2024-01-01T03:41:00,102.3923,102.6681,102.1953,102.5953,1281.9424
2024-01-01T03:42:00,102.5953,102.7657,102.4823,102.7144,1265.035
2024-01-01T03:43:00,102.7144,103.1101,102.65,103.0609,1404.7128
2024-01-01T03:44:00,103.0609,103.4164,102.9663,103.3269,1435.2676
2024-01-01T03:45:00,103.3269,103.7093,103.2219,103.5603,1343.008
2024-01-01T03:46:00,103.5603,104.2452,103.4539,104.006,1410.6613
2024-01-01T03:47:00,104.006,104.473,103.9747,104.4002,1533.8887
2024-01-01T03:48:00,104.4002,104.8795,104.2849,104.6772,1499.2543
2024-01-01T03:49:00,104.6772,105.0288,104.6441,104.9647,1462.0172
2024-01-01T03:50:00,104.9647,105.5359,104.916,105.3149,1519.064
2024-01-01T03:51:00,105.3149,105.6909,105.2542,105.555,1429.8402
2024-01-01T03:52:00,105.555,106.0672,105.5021,105.8429,1505.2044
2024-01-01T03:53:00,105.8429,106.4605,105.7714,106.2275,1498.3276
2024-01-01T03:54:00,106.2275,106.8868,106.0961,106.6519,1519.8656
2024-01-01T03:55:00,106.6519,107.1671,106.432,107.0557,1631.245
2024-01-01T03:56:00,107.0557,107.4689,106.8606,107.4052,1554.7781
2024-01-01T03:57:00,107.4052,107.786,107.2011,107.5782,1491.6054
2024-01-01T03:58:00,107.5782,107.7764,107.4395,107.6624,1508.4167
2024-01-01T03:59:00,107.6624,107.7735,107.4802,107.6916,1595.7491
2024-01-01T04:00:00,107.6916,107.8397,107.4807,107.6698,1456.0083
2024-01-01T04:01:00,107.6698,107.9852,107.5139,107.9305,1666.5108
2024-01-01T04:02:00,107.9305,108.1844,107.8123,108.0901,1647.9
2024-01-01T04:03:00,108.0901,108.3204,107.9663,108.152,1598.8998
2024-01-01T04:04:00,108.152,108.312,107.9069,108.0397,1601.5296
2024-01-01T04:05:00,108.0397,108.3811,107.9134,108.1873,994.3192
2024-01-01T04:06:00,108.1873,108.2559,108.1303,108.2034,1002.2921
2024-01-01T04:07:00,108.2034,108.3262,107.9167,108.0538,1006.1671
2024-01-01T04:08:00,108.0538,108.1382,107.8698,108.091,1109.5728
2024-01-01T04:09:00,108.091,108.1324,107.9252,108.061,1052.5922
2024-01-01T04:10:00,108.061,108.2379,107.851,108.1793,1218.9582
2024-01-01T04:11:00,108.1793,108.3976,108.1086,108.1965,1191.9524
2024-01-01T04:12:00,108.1965,108.4274,107.8833,108.1057,1093.8637
2024-01-01T04:13:00,108.1057,108.3374,108.0619,108.1119,1109.7935
2024-01-01T04:14:00,108.1119,108.1753,107.8734,108.0917,1120.0101
2024-01-01T04:15:00,108.0917,108.1518,107.9456,108.0811,1250.0282
2024-01-01T04:16:00,108.0811,108.1663,107.692,107.8283,1261.6084
2024-01-01T04:17:00,107.8283,107.8965,107.4366,107.5004,1422.2555
2024-01-01T04:18:00,107.5004,107.7185,107.3431,107.4085,1313.8715
2024-01-01T04:19:00,107.4085,107.55,106.9318,107.0954,1348.2713
2024-01-01T04:20:00,107.0954,107.242,106.9135,107.0653,1341.5211
2024-01-01T04:21:00,107.0653,107.3038,106.5775,106.7398,1395.6689
2024-01-01T04:22:00,106.7398,106.8254,106.438,106.676,1336.7271
2024-01-01T04:23:00,106.676,106.8665,106.323,106.4459,1352.4518
2024-01-01T04:24:00,106.4459,106.486,106.1609,106.363,1322.456
2024-01-01T04:25:00,106.363,106.5997,106.0906,106.2437,1429.6066
2024-01-01T04:26:00,106.2437,106.274,105.9677,106.0048,1405.2045
2024-01-01T04:27:00,106.0048,106.1256,105.7496,105.8873,1506.5457
2024-01-01T04:28:00,105.8873,105.965,105.4261,105.5933,1441.497
2024-01-01T04:29:00,105.5933,105.6978,105.2064,105.2588,1536.7852
2024-01-01T04:30:00,105.2588,105.4113,104.8646,105.0183,1487.7547
2024-01-01T04:31:00,105.0183,105.148,104.8822,104.9405,1569.2453
2024-01-01T04:32:00,104.9405,105.0019,104.6799,104.73,1589.303
2024-01-01T04:33:00,104.73,104.9648,104.6156,104.7705,1468.5804
2024-01-01T04:34:00,104.7705,104.936,104.3494,104.4975,1599.735
2024-01-01T04:35:00,104.4975,104.6207,104.2523,104.4791,1579.7671
2024-01-01T04:36:00,104.4791,104.6988,104.2845,104.3238,1618.9008
2024-01-01T04:37:00,104.3238,104.4037,104.2003,104.2425,1650.3168
2024-01-01T04:38:00,104.2425,104.3882,103.7984,104.026,1610.5599
2024-01-01T04:39:00,104.026,104.1837,103.7583,103.8947,1682.6101
2024-01-01T04:40:00,103.8947,104.0773,103.7997,104.0107,1002.7432
2024-01-01T04:41:00,104.0107,104.2274,103.6551,103.8495,1114.4652
2024-01-01T04:42:00,103.8495,104.0568,103.4988,103.6853,1088.7006
2024-01-01T04:43:00,103.6853,103.938,103.6079,103.8129,1026.5572
2024-01-01T04:44:00,103.8129,103.8511,103.6581,103.7586,1129.7837
2024-01-01T04:45:00,103.7586,104.0982,103.5791,103.8907,1093.3718
2024-01-01T04:46:00,103.8907,104.1003,103.6951,103.9787,1139.1695
2024-01-01T04:47:00,103.9787,104.1436,103.733,103.9657,1070.5418
2024-01-01T04:48:00,103.9657,104.2267,103.881,104.1935,1182.1969
2024-01-01T04:49:00,104.1935,104.604,104.0068,104.3757,1197.3251
2024-01-01T04:50:00,104.3757,104.7132,104.2954,104.6142,1343.5544
2024-01-01T04:51:00,104.6142,104.9367,104.4445,104.7612,1335.9584
2024-01-01T04:52:00,104.7612,105.055,104.5847,104.8487,1307.1105
2024-01-01T04:53:00,104.8487,105.1064,104.6989,104.9243,1221.1263
2024-01-01T04:54:00,104.9243,105.085,104.8667,104.913,1320.6616
2024-01-01T04:55:00,104.913,104.9487,104.8211,104.8735,1353.8108
2024-01-01T04:56:00,104.8735,104.9657,104.8375,104.9059,1209.1108
2024-01-01T04:57:00,104.9059,105.228,104.7295,105.0649,1405.3804
2024-01-01T04:58:00,105.0649,105.2189,104.8723,104.9786,1407.3971
2024-01-01T04:59:00,104.9786,105.3876,104.9347,105.1704,1478.7575
2024-01-01T05:00:00,105.1704,105.6169,105.1179,105.3886,1388.6692
2024-01-01T05:01:00,105.3886,105.4258,105.083,105.291,1465.1506
2024-01-01T05:02:00,105.291,105.5831,105.1284,105.3799,1385.0608
2024-01-01T05:03:00,105.3799,105.4304,105.0637,105.2528,1404.2794
2024-01-01T05:04:00,105.2528,105.3718,105.1608,105.1952,1402.4076
2024-01-01T05:05:00,105.1952,105.3755,105.0018,105.109,1443.9185
2024-01-01T05:06:00,105.109,105.4024,104.9003,105.2666,1545.4715
2024-01-01T05:07:00,105.2666,105.3833,104.9323,105.0539,1614.481
2024-01-01T05:08:00,105.0539,105.2319,104.8022,104.9451,1488.6734
2024-01-01T05:09:00,104.9451,105.065,104.743,105.0159,1482.404
2024-01-01T05:10:00,105.0159,105.0884,104.5532,104.7432,1730.5452
2024-01-01T05:11:00,104.7432,104.8763,104.3223,104.4555,1722.2758
2024-01-01T05:12:00,104.4555,104.5893,104.1173,104.2202,1724.5415
2024-01-01T05:13:00,104.2202,104.4484,103.9087,103.9983,1625.8549
2024-01-01T05:14:00,103.9983,104.1329,103.8751,103.9282,1656.0292
2024-01-01T05:15:00,103.9282,104.1236,103.4323,103.6087,1175.826
2024-01-01T05:16:00,103.6087,103.7134,103.3694,103.4837,1041.5332
2024-01-01T05:17:00,103.4837,103.5318,103.2294,103.446,956.3639
2024-01-01T05:18:00,103.446,103.5313,102.9177,103.137,1174.0048
2024-01-01T05:19:00,103.137,103.3526,102.8047,102.8837,1161.3339
2024-01-01T05:20:00,102.8837,103.0721,102.4915,102.6796,1192.0557
2024-01-01T05:21:00,102.6796,102.7782,102.3361,102.3987,1277.7306
2024-01-01T05:22:00,102.3987,102.5845,102.1657,102.2313,1175.2822
2024-01-01T05:23:00,102.2313,102.383,102.0458,102.1022,1181.3857
2024-01-01T05:24:00,102.1022,102.1822,101.943,102.0133,1153.6464
2024-01-01T05:25:00,102.0133,102.2204,101.7921,101.8545,1174.7345
2024-01-01T05:26:00,101.8545,101.9531,101.3843,101.5239,1265.823
2024-01-01T05:27:00,101.5239,101.5937,100.9922,101.2269,1371.9063
2024-01-01T05:28:00,101.2269,101.459,100.7975,100.8488,1361.9663
2024-01-01T05:29:00,100.8488,101.0458,100.6286,100.8126,1245.5116
2024-01-01T05:30:00,100.8126,100.9766,100.4331,100.4855,1344.5291
2024-01-01T05:31:00,100.4855,100.5226,100.1279,100.2417,1432.7773
2024-01-01T05:32:00,100.2417,100.3768,99.963,100.1258,1338.0673
2024-01-01T05:33:00,100.1258,100.2826,99.6989,99.8139,1488.3679
2024-01-01T05:34:00,99.8139,99.9342,99.6578,99.8084,1379.1723
2024-01-01T05:35:00,99.8084,99.8864,99.4528,99.6345,1491.4486
2024-01-01T05:36:00,99.6345,99.8115,99.4037,99.6127,1409.4619
2024-01-01T05:37:00,99.6127,99.738,99.4642,99.5599,1431.2662
2024-01-01T05:38:00,99.5599,99.678,99.1267,99.321,1542.7321
2024-01-01T05:39:00,99.321,99.4035,99.1865,99.3055,1420.4348
2024-01-01T05:40:00,99.3055,99.4252,99.1337,99.3092,1519.0047
2024-01-01T05:41:00,99.3092,99.4767,98.9759,99.1693,1496.7412
2024-01-01T05:42:00,99.1693,99.4041,99.1313,99.1694,1483.8576
2024-01-01T05:43:00,99.1694,99.3636,98.8408,99.0684,1539.8986
2024-01-01T05:44:00,99.0684,99.219,98.825,98.9686,1592.9937
2024-01-01T05:45:00,98.9686,99.2134,98.7646,99.0492,1567.7376
2024-01-01T05:46:00,99.0492,99.344,98.9751,99.115,1608.7988
2024-01-01T05:47:00,99.115,99.3876,99.0592,99.1975,1687.8613
2024-01-01T05:48:00,99.1975,99.3309,99.1099,99.289,1604.3697
2024-01-01T05:49:00,99.289,99.4069,99.1545,99.2728,1644.4775
2024-01-01T05:50:00,99.2728,99.4926,99.1957,99.4069,1089.7812
2024-01-01T05:51:00,99.4069,99.9255,99.3309,99.7848,1221.0058
2024-01-01T05:52:00,99.7848,100.0484,99.7277,99.9739,1155.1883
2024-01-01T05:53:00,99.9739,100.5028,99.8453,100.3396,1208.7826
2024-01-01T05:54:00,100.3396,100.7326,100.2355,100.5001,1154.4081
2024-01-01T05:55:00,100.5001,101.1023,100.3718,100.9009,1211.2964
2024-01-01T05:56:00,100.9009,101.2684,100.6958,101.2121,1202.5743
2024-01-01T05:57:00,101.2121,101.7359,101.1031,101.6497,1255.4363
2024-01-01T05:58:00,101.6497,102.0046,101.6192,101.9356,1293.976
2024-01-01T05:59:00,101.9356,102.2554,101.8422,102.174,1248.4356
2024-01-01T06:00:00,102.174,102.6877,102.0055,102.5239,1292.1918
2024-01-01T06:01:00,102.5239,103.2767,102.4819,103.0673,1475.2681
2024-01-01T06:02:00,103.0673,103.798,103.0078,103.6034,1490.7917
